resultId,participantId,group,timestamp,birthyear,gender,ethnicity,country,language,frameId,frameName,note,content,responseTime,response,errors,Summary statistics,,Congruent,outlier?,LogRT,zLogRt,condition mean,condition difference
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,e24bd1feed65d92b,html,,text,101558,spacebar,0,Mean RT,1410.650,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,7490b6e40e09b02f,html,,text,35108,spacebar,0,SD RT,618.604,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,4db78970c3816d3d,image,blue_green,blue_green.png,3029,G,0,Mean-2SD,173.443,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,5eb0fbeb9b0685e2,image,green_red,green_red.png,1733,R,0,Mean+2SD,2647.857,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,c21c48d74bc99a68,image,purple_orange,purple_orange.png,1643,O,0,,,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,dd2942c485109f3e,image,orange_purple,orange_purple.png,2158,P,0,,,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,a8cc6a79046e188f,image,red_blue,red_blue.png,2346,B,0,,,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,77428e3473274be1,html,,text,492358,spacebar,0,,,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,b43bc26bfd8f42ee,image,blue_red,blue_red.png,3211,R,0,,,Incongruent,TRUE,,,0.445,1.445
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,0860f0608b8dc6b7,image,purple_green,purple_green.png,2270,G,0,,,Incongruent,FALSE,3.356,2.365,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,092eb00a62d212aa,image,red_green,red_green.png,1224,G,0,,,Incongruent,FALSE,3.088,-0.098,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,82a12c661bc4926f,image,red_purple,red_purple.png,1261,P,0,,,Incongruent,FALSE,3.101,0.021,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,e0ff70d22422f1a6,image,orange_blue,orange_blue.png,1345,B,0,,,Incongruent,FALSE,3.129,0.278,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,95a4597dcae1cb4c,image,orange_red,orange_red.png,1304,R,0,,,Incongruent,FALSE,3.115,0.154,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,b942caa7f0b93d3e,image,blue_orange,blue_orange.png,1486,O,0,,,Incongruent,FALSE,3.172,0.675,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,ccf81e9fdab6c6a0,image,purple_orange,purple_orange.png,1191,O,0,,,Incongruent,FALSE,3.076,-0.207,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,b4dcdeb147cfb236,image,red_blue,red_blue.png,1356,B,0,,,Incongruent,FALSE,3.132,0.310,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,a2a11eb4961689e6,image,orange_green,orange_green.png,1384,G,0,,,Incongruent,FALSE,3.141,0.392,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,56dca7c8dfd599ae,image,green_purple,green_purple.png,1365,P,0,,,Incongruent,FALSE,3.135,0.337,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,376dc7f2253b585c,image,blue_green,blue_green.png,1893,G,0,,,Incongruent,FALSE,3.277,1.641,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,eea2eb531150911e,image,green_red,green_red.png,1259,R,0,,,Incongruent,FALSE,3.100,0.014,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,f5f1d7cd0bbf8171,image,purple_red,purple_red.png,1080,R,0,,,Incongruent,FALSE,3.033,-0.597,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,bcf4252bee76c4ed,image,blue_purple,blue_purple.png,1507,P,0,,,Incongruent,FALSE,3.178,0.731,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,3276fd1b317b2a7c,image,green_blue,green_blue (1).png,1197,B,0,,,Incongruent,FALSE,3.078,-0.187,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,91a2f3a8ca40aa88,image,red_orange,red_orange.png,1366,O,0,,,Incongruent,FALSE,3.135,0.340,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,59549d24760be5f5,image,green_orange,green_orange.png,1233,O,0,,,Incongruent,FALSE,3.091,-0.069,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,4d9fd45303049e22,image,purple_blue,purple_blue.png,1370,B,0,,,Incongruent,FALSE,3.137,0.351,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,a171473be9c41dd0,image,orange_purple,orange_purple.png,1015,P,0,,,Incongruent,FALSE,3.006,-0.845,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,fd7d344c86656bc9,html,,text,19716,spacebar,0,,,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,b4d1f8fc16065f14,image,purple,purple_purple.png,2282,P,0,,,Congruent,FALSE,3.358,2.386,-1.000,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,a9bc8be4a2aa8788,image,orange,orange_orange.png,1266,O,0,,,Congruent,FALSE,3.102,0.036,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,9f32552d13229c0b,image,blue,blue_blue.png,1051,B,0,,,Congruent,FALSE,3.022,-0.706,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,a9bc8be4a2aa8788,image,orange,orange_orange.png,825,O,0,,,Congruent,FALSE,2.916,-1.672,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,9140ee1a93217faf,image,red,red_red.png,1112,R,0,,,Congruent,FALSE,3.046,-0.481,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,bc0941f85c4b3c60,image,green,green_green.png,996,G,0,,,Congruent,FALSE,2.998,-0.920,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,a9bc8be4a2aa8788,image,orange,orange_orange.png,870,O,0,,,Congruent,FALSE,2.940,-1.460,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,9f32552d13229c0b,image,blue,blue_blue.png,1011,B,0,,,Congruent,FALSE,3.005,-0.861,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,a9bc8be4a2aa8788,image,orange,orange_orange.png,856,O,0,,,Congruent,FALSE,2.932,-1.524,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,bc0941f85c4b3c60,image,green,green_green.png,812,G,0,,,Congruent,FALSE,2.910,-1.735,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,bc0941f85c4b3c60,image,green,green_green.png,4020,G,0,,,Congruent,TRUE,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,9140ee1a93217faf,image,red,red_red.png,1558,R,0,,,Congruent,FALSE,3.193,0.864,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,bc0941f85c4b3c60,image,green,green_green.png,913,G,0,,,Congruent,FALSE,2.960,-1.267,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,b4d1f8fc16065f14,image,purple,purple_purple.png,998,P,0,,,Congruent,FALSE,2.999,-0.912,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,9f32552d13229c0b,image,blue,blue_blue.png,1513,B,0,,,Congruent,FALSE,3.180,0.747,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,b4d1f8fc16065f14,image,purple,purple_purple.png,949,P,0,,,Congruent,FALSE,2.977,-1.113,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,b4d1f8fc16065f14,image,purple,purple_purple.png,1417,P,0,,,Congruent,FALSE,3.151,0.486,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,9f32552d13229c0b,image,blue,blue_blue.png,1669,B,0,,,Congruent,FALSE,3.222,1.139,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,9140ee1a93217faf,image,red,red_red.png,1408,R,0,,,Congruent,FALSE,3.149,0.460,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,9140ee1a93217faf,image,red,red_red.png,1583,R,0,,,Congruent,FALSE,3.199,0.928,,
,,,,,,,,,,,,,,,,,,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,e24bd1feed65d92b,html,,text,101558,spacebar,0,Mean RT,1410.65,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,7490b6e40e09b02f,html,,text,35108,spacebar,0,SD RT,618.604,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,4db78970c3816d3d,image,blue_green,blue_green.png,3029,G,0,Mean-2SD,173.443,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,5eb0fbeb9b0685e2,image,green_red,green_red.png,1733,R,0,Mean+2SD,2647.857,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,c21c48d74bc99a68,image,purple_orange,purple_orange.png,1643,O,0,,,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,dd2942c485109f3e,image,orange_purple,orange_purple.png,2158,P,0,,,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,a8cc6a79046e188f,image,red_blue,red_blue.png,2346,B,0,,,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,77428e3473274be1,html,,text,492358,spacebar,0,,,,,,,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,b43bc26bfd8f42ee,image,blue_red,blue_red.png,3211,R,0,,,Incongruent,TRUE,,,0.295,0.59
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,0860f0608b8dc6b7,image,purple_green,purple_green.png,2270,G,0,,,Incongruent,FALSE,3.356,2.365,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,092eb00a62d212aa,image,red_green,red_green.png,1224,G,0,,,Incongruent,FALSE,3.088,-0.098,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,82a12c661bc4926f,image,red_purple,red_purple.png,1261,P,0,,,Incongruent,FALSE,3.101,0.021,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,e0ff70d22422f1a6,image,orange_blue,orange_blue.png,1345,B,0,,,Incongruent,FALSE,3.129,0.278,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,95a4597dcae1cb4c,image,orange_red,orange_red.png,1304,R,0,,,Incongruent,FALSE,3.115,0.154,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,b942caa7f0b93d3e,image,blue_orange,blue_orange.png,1486,O,0,,,Incongruent,FALSE,3.172,0.675,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,ccf81e9fdab6c6a0,image,purple_orange,purple_orange.png,1191,O,0,,,Incongruent,FALSE,3.076,-0.207,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,b4dcdeb147cfb236,image,red_blue,red_blue.png,1356,B,0,,,Incongruent,FALSE,3.132,0.31,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,a2a11eb4961689e6,image,orange_green,orange_green.png,1384,G,0,,,Incongruent,FALSE,3.141,0.392,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,56dca7c8dfd599ae,image,green_purple,green_purple.png,1365,P,0,,,Incongruent,FALSE,3.135,0.337,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,376dc7f2253b585c,image,blue_green,blue_green.png,1893,G,0,,,Incongruent,FALSE,3.277,1.641,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,eea2eb531150911e,image,green_red,green_red.png,1259,R,0,,,Incongruent,FALSE,3.1,0.014,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,f5f1d7cd0bbf8171,image,purple_red,purple_red.png,1080,R,0,,,Incongruent,FALSE,3.033,-0.597,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,bcf4252bee76c4ed,image,blue_purple,blue_purple.png,1507,P,0,,,Incongruent,FALSE,3.178,0.731,,
5c25120371a894c407e2037f,5c250c1471a894c407e2037d,none,2018-12-27T17:55:15.000Z,1980,na,na,other,na,3276fd1b317b2a7c,image,green_blue,green_blue (1).png,1197,B,0,,,Incongruent,FALSE,3.078,-0.187,,
